Year,Banks,Gross_NPAs_Addition_during_the_Year,Gross_NPAs_Closing_Balance,Net_NPA_Closing_Balance,Cash_in_hand,Balances_with_RBI,Money_at_call_and_short_notice,Advances,Total_Assets,Deposits,Credit_-_Deposit_Ratio,Ratio_of_demand_&_savings_bank_deposits_to_total_deposits,Ratio_of_priority_sector_advances_to_total_advances,Ratio_of_net_interest_income_to_total_assets_(Net_Interest_Margin),Return_on_assets,Return_on_equity,Cost_of_deposits,Business_per_employee(in_Rupees_Lakh),Capital_adequacy_ratio,Ratio_of_net_NPA_To_net_advances,Interest_Expended,Operating_Expenses,Net_Interest_Income,Provisions_and_Contingencies,Operating_Profit,Profit_(Loss)_during_the_year,Category,PCR,Credit_Growth_(%),GDP,Growth_rate,Repo_rate,GNPA_Ratio,Next_Year,Next_GNPA_Ratio,Consecutive_Year,Delta_GNPA_Ratio,Deterioration_Flag,Credit_Growth_Recorded_ORIGINAL,PCR_FLAG,PCR_flow_over_stock_check,GDP_ORIGINAL,Growth_rate_ORIGINAL,Real_GDP_Growth_pct,GVA_Growth_pct,Investment_Rate_pct_of_GDP,PCR_stock_based,PCR_ORIGINAL_UNRELIABLE
2016,DHANLAXMI BANK LTD,558.29,458.92,193.19,118.966,460.5154,42,6952.6817,12462.9826,11353.7574,61.2368351291353,25.0281946309686,46.3416310284994,2.27244181397238,-1.61,-34.0072361832543,7.29499242034297,836,7.51,2.78,899.5965,380.9029,304.6764,209.9524,0.5002,-209.4522,Private Sector Bank,57.9033382724658,-9.3500635256588,10.5,5.1,6.75,6.60061857858386,2017,4.89579404753351,TRUE,-1.70482453105035,0,-99.3725992317542,OK,45.7492373398414,10.5,5.1,7.99625378567371,8.02848944993222,34.4549951026575,57.9033382724658,45.7492373398414
2017,DHANLAXMI BANK LTD,458.92,315.6,166.48,108.8423,466.1331,35,6446.3496,12333.1221,11293.6779,57.0792761851301,29.4416631095881,42.1411305399881,2.67460880660018,0.1,2.12963012348372,6.45258317616211,885,10.26,2.58,757.4563,348.5462,331.5994,81.6943,94.0721,12.3778,Private Sector Bank,47.2496831432193,-7.2825439427207,11.8,4.4,6.25,4.89579404753351,2018,7.68039451609587,TRUE,2.78460046856236,1,27.1136183095668,OK,25.8853929024081,11.8,4.4,8.256306,7.972023,34.943218,47.2496831432193,25.8853929024081
2018,DHANLAXMI BANK LTD,315.6,469.31,194.65,100.8831,501.9635,160,6110.4934,12286.4596,10919.6596,55.9586436192571,30.8021946032091,44.2883973984818,2.80913627383036,-0.2,-3.54351488128096,5.76936446402977,919,13.87,3.19,667.517,302.0877,345.7988,171.0543,146.1798,-24.8745,Private Sector Bank,58.5242164028041,-5.21002149805836,11,2.2,6,7.68039451609587,2019,7.88388893809959,TRUE,0.203494422003725,0,-17.6586491420306,OK,36.4480407406618,11,2.2,6.795383,6.231181,37.452479,58.5242164028041,36.4480407406618
2019,DHANLAXMI BANK LTD,469.31,495.84,151.71,79.9418,477.4991,20,6289.2819,11798.889,10603.3206,59.314267079692,32.0054559134994,40.063771032429,2.87953731340222,0.1,1.54495414058699,5.52725964966506,972,13.75,2.41,624.7152,304.5805,346.7733,83.2568,94.9258,11.669,Private Sector Bank,69.4034365924492,2.92592575257506,10.6,0.7,6.25,7.88388893809959,2020,6.17638728756463,TRUE,-1.70750165053497,0,23.7076004698212,OK,16.7910616327848,10.6,0.7,6.45,5.81,37.347347,69.4034365924492,16.7910616327848
2020,DHANLAXMI BANK LTD,495.84,401.224239,100.94,135.676,412.8468,460,6496.0991,12265.0916,10904.0692,59.5749988453852,29.8004931956962,38.6087151903209,3.10157248,0.55,8.284224131,5.481622879,1033,14.41,1.55,614.4088,324.0594,373.1809,96.1929,161.9714,65.7785,Private Sector Bank,74.8419985164456,3.28840721863652,6.4,6,4.4,6.17638728756463,2021,9.68279687251009,TRUE,3.50640958494547,1,37.4159546335607,OK,23.9748476412463,6.4,6,3.871437,3.944641,33.785447,74.8419985164456,23.9748476412463
2021,DHANLAXMI BANK LTD,401.222489,657.21,322.922381,102.8677,499.2531,364,6787.3984,13096.5067,11711.9041,57.9529881908784,33.3713610240371,37.1569421945233,2.6,0.29,4.398,5.134,1137,14.47,4.76,601.0965,366.039,329.6502,48.6447,85.8328,37.1881,Private Sector Bank,50.8646580240715,4.48421884450623,-1.2,7.3,4,9.68279687251009,2022,6.55289984863148,TRUE,-3.12989702387861,0,16.7201744549353,OK,7.40169808736933,-1.2,7.3,-5.777724706874,-4.145902641222,32.071601,50.8646580240715,7.40169808736933
2022,DHANLAXMI BANK LTD,657.206697,533.536031,232.162559,101.3603,607.0429,,8141.9836,13795.7636,12402.8899,65.645859,34.285059,43.741507,2.694553,0.27,4.070526,4.435314,1209,12.98,2.85,554.3242,397.1328,362.3133,98.3945,134.2986,35.9041,Private Sector Bank,56.4860580147023,19.9573550891016,18.9,4.2,4,6.55289984863148,2023,5.40811723902742,TRUE,-1.14478260960406,0,-22.7725815510658,OK,18.4419597333624,18.9,4.2,9.689592491912,9.375448587977,36.663675,56.4860580147023,18.4419597333624
2023,DHANLAXMI BANK LTD,533.536031,511.149369,109.200381,105.1031,731.2342,,9451.5216,15132.1325,13351.6494,70.789169,31.903463,50.833152,3.289235,0.34,5.304507,4.412097,1313,12.32,1.16,595.48,427.07,475.75,73.8412,123.2037,49.3625,Private Sector Bank,78.6363071887114,16.0837710358444,14,6.7,6.5,5.40811723902742,2024,4.16951201140121,TRUE,-1.23860522762621,0,-0.13314145450295,OK,14.4461099784709,14,6.7,7.609364977704,7.214814133485,35.24891,78.6363071887114,14.4461099784709
2024,DHANLAXMI BANK LTD,511.149369,421.210612,126.467609,106.0649,653.9679,199.9975,10102.1561,15961.8888,14290.3085,70.692358,30.660207,52.342192,2.948809,0.38,5.808582,5.252168,1464,12.71,1.25,748.5389,541.7495,458.4517,11.4398,69.2617,57.8219,Private Sector Bank,69.9752082694441,6.8839127448008,12,7,6.5,4.16951201140121,2025,3.04454503531961,TRUE,-1.1249669760816,0,-23.3992727165821,OK,2.71593347225544,12,7,9.190754930285,8.559254114773,34.642678,69.9752082694441,2.71593347225544
2025,DHANLAXMI BANK LTD,421.210612,364.112056,117.939209,96.071,896.3242,49.997,11959.4899,17936.9373,16013.4513,74.684025,29.018954,55.8409,2.851339,0.41,5.49609,5.39459,1607,16.12,0.99,836.5919,557.3883,483.2853,28.4628,95.1042,66.6414,Private Sector Bank,67.6090898237108,18.3855187111987,9.8,6.7,6.25,3.04454503531961,,,FALSE,,,-0.225447493293984,OK,7.81704410248915,9.8,6.7,6.49476552384,6.414086697106,,67.6090898237108,7.81704410248915
2005,FEDERAL BANK LTD,600.75,677.79,194.51,154.9982,534.2706,148,8822.5905,16820.9623,15192.8796,58.070562,24.523237,32.147093,3.145613,0.62,13.130335,4.581888,366,11.27,2.21,688.7514,313.8624,502.2794,310.3059,400.3918,90.0859,Private Sector Bank,71.302320777822,,14.1,2.6,6,7.68243748817312,2006,4.79744044261635,TRUE,-2.88499704555677,0,30.8198559747154,OK,45.7820121276502,14.1,2.6,7.92293807295951,7.05093547208952,29.739689583569,71.302320777822,45.7820121276502
2006,FEDERAL BANK LTD,677.79,563.05,111.6,157.7742,1056.8115,25,11736.4667,20642.9063,17878.7372,65.64483,25.015208,34.302022,3.202019,1.28,22.824875,4.82225,431,13.75,0.95,836.7288,364.5693,599.8001,226.9734,452.1791,225.2057,Private Sector Bank,80.1793801616197,33.027444717059,14,3.9,6.5,4.79744044261635,2007,3.02568607465302,TRUE,-1.77175436796333,0,-14.5540359726573,OK,40.3114110647367,14,3.9,7.92342866735518,8.28129114504204,32.8676900977815,80.1793801616197,40.3114110647367
2007,FEDERAL BANK LTD,563.05,450.8,65.05,201.2817,1030.261,65,14899.1002,25089.9325,21584.4402,69.02704,25.232415,37.264147,3.133405,1.38,21.272678,5.220338,544,13.43,0.44,1084.9583,406.1006,716.4975,320.25,612.9828,292.7328,Private Sector Bank,85.5700976042591,26.9470666158836,17.1,7.8,7.75,3.02568607465302,2008,2.47870080890525,TRUE,-0.546985265747769,0,43.7346554618073,OK,71.0403726708074,17.1,7.8,8.06072889963741,8.05441849702261,33.498253505701,85.5700976042591,71.0403726708075
2008,FEDERAL BANK LTD,450.8,468.59,43.2,240.4849,2115.2079,,18904.6616,32506.457,25913.3558,72.953352,25.087387,36.511076,3.014145,1.34,13.561542,6.424942,655,22.46,0.23,1647.42,468.62,868.02,426.0654,794.1192,368.0538,Private Sector Bank,90.7808531978916,26.8845859564056,15.1,7.5,7.75,2.47870080890525,2009,2.63282996504018,TRUE,0.154129156134928,0,-28.5325537867318,OK,90.9249877291449,15.1,7.5,7.66082415755608,7.3833652744116,38.7091453329433,90.7808531978916,90.9249877291449
2009,FEDERAL BANK LTD,468.59,589.54,68.12,220.4879,1993.9073,120,22391.8752,38850.8646,32198.1915,69.543891,24.499633,37.799009,3.686944,1.48,12.130865,6.447061,750,20.22,0.3,1999.9238,571.4557,1315.4524,759.2784,1259.772,500.4936,Private Sector Bank,88.4452284832242,18.4463159076066,12.6,10.2,5,2.63282996504018,2010,3.04625829133403,TRUE,0.413428326293856,0,32.9909373249835,ABOVE_100_SUSPECT,128.791668080198,12.6,10.2,3.08669937408871,4.31239885000613,34.63759214019,88.4452284832242,128.791668080198
2010,FEDERAL BANK LTD,589.54,820.97,128.79,276.9175,2041.9596,249.8681,26950.1113,43675.6051,36057.9508,74.741106,26.186733,36.55298,3.419105,1.15,10.304534,6.35329,813,18.36,0.48,2262.403,676.8937,1410.8333,800.3021,1264.8472,464.5451,Private Sector Bank,84.312459651388,20.3566519520438,15.5,13.9,5,3.04625829133403,2011,3.5937833734806,TRUE,0.547525082146567,1,-77.1753008462562,OK,97.4825024056908,15.5,13.9,7.86188237155002,6.85655166937235,36.237403409036,84.312459651388,97.4825024056908
2011,FEDERAL BANK LTD,820.97,1148.33,190.69,332.6689,2602.3842,399.7213,31953.2337,51456.3642,43014.7806,74.284312,26.860764,33.129039,3.671907,1.34,11.982378,5.468338,923,16.79,0.6,2305.4496,836.1391,1746.5787,840.1705,1427.2537,587.0832,Private Sector Bank,83.3941462819921,18.5643849270485,19.9,10,6.75,3.5937833734806,2012,3.44536096460403,TRUE,-0.148422408876574,0,18.5643849270485,OK,73.1645520016023,19.9,10,8.49758687599316,8.02988178640115,40.1198616832315,83.3941462819921,73.1645520016023
2012,FEDERAL BANK LTD,1148.33,1300.83,199,395.8443,2028.3023,504.5707,37755.9859,60626.7721,48937.1221,77.152036,27.537082,32.282188,3.48564,1.41,14.365239,7.245701,1011,16.64,0.53,3604.9851,979.2731,1953.4073,729.6779,1506.4774,776.799500000001,Private Sector Bank,84.7020748291475,18.1601407058842,14.4,8.2,8.5,3.44536096460403,2013,3.52409567564291,TRUE,0.0787347110388801,0,1.30410913225163,OK,56.0932558443455,14.4,8.2,5.24131422482317,5.22332743548782,38.9523817758518,84.7020748291475,56.0932558443455
2013,FEDERAL BANK LTD,1300.83,1554.01,431.94,528.8505,2213.6456,,44096.7029,71032.9452,57614.8633,76.537026,27.166828,26.069289,2.999632,1.35,13.88731,7.20315,1075,14.73,0.98,4192.91,1184.54,1974.65,616.3867,1454.5543,838.1676,Private Sector Bank,72.2048120668464,16.7939383619698,13.8,11.2,7.5,3.52409567564291,2014,2.50347039644012,TRUE,-1.02062527920279,0,71.1877099514303,OK,39.6642685697003,13.8,11.2,5.45638755164234,5.41917342231536,39.5016796432622,72.2048120668464,39.6642685697003
2014,FEDERAL BANK LTD,1554.01,1087.41,321.56,604.2367,2500.0563,,43436.1038,74594.1468,59731.2817,72.719189,31.246344,35.715115,3.060714,1.2,12.600406,7.174425,997,15.14,0.74,4717.47,1442.07,2228.61,641.5059,1480.3936,838.887699999999,Private Sector Bank,70.4288170975069,-1.49806914475685,13,11.9,8,2.50347039644012,2015,2.0624552546966,TRUE,-0.441015141743515,0,5.57996949242339,OK,58.993930532182,13,11.9,6.38610640092723,6.05378518913893,35.1811624629026,70.4288170975069,58.993930532182
2015,FEDERAL BANK LTD,1087.41,1057.73,373.27,655.5687,2723.9742,200,51284.9914,82850.4803,70824.9928,72.410867,30.756793,33.811565,3.023804,1.32,13.694184,7.088906,1115,15.46,0.73,5039.0589,1630.9327,2380.4088,622.0315,1627.782,1005.7505,Private Sector Bank,64.7102757792631,18.0699623431695,11,6.5,7.5,2.0624552546966,2016,2.87100334444338,TRUE,0.808548089746775,1,17.0516091085657,OK,58.8081552002874,11,6.5,7.41022760516221,7.15478063868049,34.7632630741904,64.7102757792631,58.8081552002874
2016,FEDERAL BANK LTD,1057.73,1667.77,950.01,557.7729,3216.7662,,58090.1448,94581.3712,79171.7068,73.3723537712086,32.9064389957045,31.897664679259,2.8266750065447,0.57,6.00969760468151,6.74868182232991,1203,13.93,1.64,5240.45,1892.12,2507.71,948.1327,1423.7808,475.6481,Private Sector Bank,43.037109433555,13.2692883711783,10.5,5.1,6.75,2.87100334444338,2017,2.35497382765089,TRUE,-0.516029516792484,0,13.2692883711783,OK,56.8503270834708,10.5,5.1,7.99625378567371,8.02848944993222,34.4549951026575,43.037109433555,56.8503270834707
2017,FEDERAL BANK LTD,1667.77,1727.05,941.2,621.3235,3955.2445,1477.5613,73336.2715,114976.9323,97664.5621,75.0899506669677,32.819317069359,27.456504521095,2.91340400166964,0.84,9.75469952063566,6.11141586916845,1449,12.39,1.28,5624.7436,2209.5336,3052.64,1094.1249,1924.9131,830.7882,Private Sector Bank,45.5024463680843,26.2456338377039,11.8,4.4,6.25,2.35497382765089,2018,3.04012268140487,TRUE,0.685148853753973,1,19.36621031686,OK,63.3522422628181,11.8,4.4,8.256306,7.972023,34.943218,45.5024463680843,63.3522422628181
2018,FEDERAL BANK LTD,1727.05,2795.62,1551.96,736.3452,4396.4132,1794.3468,91957.4732,138313.9542,111992.4866,82.1103950735924,33.6511121809488,28.2142562177317,2.82900822015955,0.75,8.30957043428513,5.458345746522,1709,14.7,1.69,6170.0537,2450.9004,3582.81,1412.182,2291.0278,878.8458,Private Sector Bank,44.4860174129531,25.3915304379771,11,2.2,6,3.04012268140487,2019,2.95825859364536,TRUE,-0.0818640877595023,0,12.3302357119059,OK,50.5140898977687,11,2.2,6.795383,6.231181,37.452479,44.4860174129531,50.5140898977687
2019,FEDERAL BANK LTD,2795.62,3260.68,1626.2,700.2297,5718.9385,2243.7883,110222.9537,159339.9947,134954.3444,81.6742537559984,32.4045598490566,27.2589830805813,2.8061746974525,0.88,9.76238895619577,5.46075491043657,1995,14.14,1.48,7242.6796,2764.2669,4176.3449,1519.2137,2763.102,1243.8883,Private Sector Bank,50.1269673810371,19.8629647644559,10.6,0.7,6.25,2.95825859364536,2020,2.88778131773945,TRUE,-0.0704772759059109,0,-18.184486397242,OK,46.5919286774538,10.6,0.7,6.45,5.81,37.347347,50.1269673810371,46.5919286774538
2020,FEDERAL BANK LTD,3260.68,3530.83,1607.17,1373.689396,4801.219149,4211.197,122267.914759,180638.046911,152290.084903,80.2861951497877,30.7139256727006,24.2520637817758,2.734826013,0.94,11.10287897,5.640050338,2193.72,14.35,1.31,8561.849392,3375.613222,4648.90396,1661.917161,3204.69828,1542.781119,Private Sector Bank,54.481807393729,10.9278155363024,6.4,6,4.4,2.88778131773945,2021,3.48986867554087,TRUE,0.602087357801415,1,15.6805448695885,OK,47.068739106669,6.4,6,3.871437,3.944641,33.785447,54.481807393729,47.068739106669
2021,FEDERAL BANK LTD,3530.83,4602.39,1569.28,1667.1921,5979.8486,3893.866,131878.6014,201367.3878,172644.4801,76.3873836705423,34.0077898036428,27.0083310119181,2.897,0.85,10.38,4.804,2403,14.62,1.19,8224.1953,3691.7229,5533.707,2210.3932,3800.6905,1590.2973,Private Sector Bank,65.9029330413112,7.86035049337632,-1.2,7.3,4,3.48986867554087,2022,2.85433507315933,TRUE,-0.635533602381538,0,7.86035049337633,OK,48.0270728903895,-1.2,7.3,-5.777724706874,-4.145902641222,32.071601,65.9029330413112,48.0270728903896
2022,FEDERAL BANK LTD,4602.39,4136.74,1392.62,1712.8797,14336.391,316.7435,144928.3246,220946.3088,181700.5861,79.762167,37.133071,30.548003,2.82347,0.94,10.824245,4.138837,2561,15.77,0.96,7698.802,4293.1938,5961.9509,1868.0291,3757.8506,1889.8215,Private Sector Bank,66.3353268515788,9.89525446999469,18.9,4.2,4,2.85433507315933,2023,2.39830594257572,TRUE,-0.456029130583613,0,-59.5566348705974,OK,45.1570342830345,18.9,4.2,9.689592491912,9.375448587977,36.663675,66.3353268515788,45.1570342830345
2023,FEDERAL BANK LTD,4136.74,4183.77,1205.01,1070.5056,11520.3407,499.258,174446.8846,260341.8295,213386.0385,81.75178,32.860841,32.045683,3.005335,1.28,14.940886,4.360065,2936,14.81,0.69,9571.4736,4767.7655,7232.1602,1783.801,4794.3953,3010.5943,Private Sector Bank,71.1979865049943,20.3676956050315,14,6.7,6.5,2.39830594257572,2024,2.1627497012704,TRUE,-0.235556241305318,0,11.5255173359454,OK,42.6362108815733,14,6.7,7.609364977704,7.214814133485,35.24891,71.1979865049943,42.6362108815733
2024,FEDERAL BANK LTD,4183.77,4528.87,1255.33,952.9372,10540.6305,549.138,209403.3349,308311.8017,252534.0153,82.920843,29.560706,32.527735,2.916883,1.32,14.705731,5.451331,3192,16.13,0.6,13894.7754,6198.2694,8293.4819,1453.8861,5174.4842,3720.5981,Private Sector Bank,72.2816066700965,20.0384491704474,12,7,6.5,2.1627497012704,2025,1.86322908150148,TRUE,-0.299520619768918,0,0.764862800317112,OK,32.1026238333182,12,7,9.190754930285,8.559254114773,34.642678,72.2816066700965,32.1026238333182
2025,FEDERAL BANK LTD,4528.87,4375.54,1040.38,794.2104,19560.2265,1121.3095,234836.3947,349004.8014,283647.4727,82.79164,30.452527,30.844031,2.880802,1.23,12.962922,5.748502,3274,16.4,0.44,16897.2565,7168.111,9467.9958,2049.2466,6101.1341,4051.8875,Private Sector Bank,76.2228204975843,12.1454893792143,9.8,6.7,6.25,1.86322908150148,,,FALSE,,,-11.2167316734127,OK,46.8341416145207,9.8,6.7,6.49476552384,6.414086697106,,76.2228204975843,46.8341416145207
2005,HDFC BANK LTD,335.61,439.17,60.63,353.57,2296.56,507.31,25566.3,51429,36354.25,70.325478,60.649965,21.968842,3.793484,1.47,18.452897,3.31812,806,12.16,0.24,1315.56,1085.4,1777.93,678.31,1343.87,665.56,Private Sector Bank,86.1944121866248,,14.1,2.6,6,1.71776909447202,2006,1.45143100961004,TRUE,-0.266338084861983,0,17.3754005361749,CAPPED_AT_150_SUSPECT,154.452717626432,14.1,2.6,7.92293807295951,7.05093547208952,29.739689583569,86.1944121866248,150
2006,HDFC BANK LTD,439.17,508.89,155.18,507.71,2798.9,1383.06,35061.26,73506.39,55796.82,62.83738,55.448052,30.987278,4.075451,1.38,17.735044,3.384508,758,11.41,0.44,1929.5,1691.09,2545.84,1107.95,1978.73,870.78,Private Sector Bank,69.5061801175107,37.1385769548194,14,3.9,6.5,1.45143100961004,2007,1.40113554691278,TRUE,-0.0502954626972598,0,-10.2355297288591,CAPPED_AT_150_SUSPECT,217.718956945509,14,3.9,7.92342866735518,8.28129114504204,32.8676900977815,69.5061801175107,150
2007,HDFC BANK LTD,508.89,657.76,202.89,639.28,4435.97,1885.33,46944.78,91235.61,68297.94,68.73528,57.683526,37.667809,4.210802,1.33,19.457501,4.343971,607,13.08,0.43,3179.45,2420.8,3468.48,1422.46,2563.91,1141.45,Private Sector Bank,69.1544028216979,33.8935908178999,17.1,7.8,7.75,1.40113554691278,2008,1.42994548744524,TRUE,0.0288099405324587,0,33.8935908178999,CAPPED_AT_150_SUSPECT,216.258209681343,17.1,7.8,8.06072889963741,8.05441849702261,33.498253505701,69.1544028216979,150
2008,HDFC BANK LTD,657.76,906.97,298.52,940.0877,11613.0889,1052.8469,63426.8934,133176.6032,100768.591,62.943118,54.494797,27.474612,4.659189,1.32,17.737405,5.18462,506,13.6,0.47,4887.1146,3745.6168,5227.8941,2175.2268,3765.4198,1590.193,Private Sector Bank,67.086011665215,35.1095764001876,15.1,7.5,7.75,1.42994548744524,2009,2.0105266314947,TRUE,0.580581144049463,1,35.1095764001876,CAPPED_AT_150_SUSPECT,239.834481846147,15.1,7.5,7.66082415755608,7.3833652744116,38.7091453329433,67.086011665215,150
2009,HDFC BANK LTD,906.97,1988.07,627.62,1586.1868,11941.0244,2443.0744,98883.0473,183270.7732,142811.58,69.240217,44.36591,30.118001,4.690294,1.28,17.170326,6.581369,446,15.69,0.63,8911.1044,5532.8058,7421.1567,2934.0152,5178.9544,2244.9392,Private Sector Bank,68.4306890602443,55.9008206131061,12.6,10.2,5,2.0105266314947,2010,1.44381421377047,TRUE,-0.566712417724227,0,-25.6807327507824,ABOVE_100_SUSPECT,147.581081149054,12.6,10.2,3.08669937408871,4.31239885000613,34.63759214019,68.4306890602443,147.581081149054
2010,HDFC BANK LTD,1951.52,1816.76,392.05,2435.256,13048.0281,13443.6957,125830.5939,222458.5697,167404.4394,75.165625,52.032003,35.092871,4.133998,1.53,16.302734,4.511509,590,17.44,0.31,7786.2988,5939.8003,8386.4206,3481.0282,6429.7291,2948.7009,Private Sector Bank,78.4203747330412,27.2519378556814,15.5,13.9,5,1.44381421377047,2011,1.05907724175222,TRUE,-0.384736972018254,0,38.360043956044,CAPPED_AT_150_SUSPECT,191.606387194786,15.5,13.9,7.86188237155002,6.85655166937235,36.237403409036,78.4203747330412,150
2011,HDFC BANK LTD,1816.76,1694.34,296.41,2997.9543,22102.8615,2654.416,159982.6654,277352.5912,208586.4054,76.69851,52.691967,34.241976,4.218845,1.58,16.743085,4.270481,653,16.22,0.19,9385.0839,7152.9141,10543.1283,3798.966,7725.3669,3926.4009,Private Sector Bank,82.5058724931242,27.1413099481524,19.9,10,6.75,1.05907724175222,2012,1.0231243993694,TRUE,-0.035952842382821,0,44.0549874119334,CAPPED_AT_150_SUSPECT,224.215092602429,19.9,10,8.49758687599316,8.02988178640115,40.1198616832315,82.5058724931242,150
2012,HDFC BANK LTD,1694.34,1999.39,352.33,4306.9643,10684.1302,3370.3809,195420.0292,337909.499,246706.4459,79.211562,48.399984,32.679864,4.188334,1.77,18.686156,5.57429,654,16.52,0.18,14989.578,9277.6403,12884.6148,4223.5093,9390.6,5167.0907,Private Sector Bank,82.3781253282251,22.1507522151834,14.4,8.2,8.5,1.0231243993694,2013,0.9739002735998,TRUE,-0.049224125769597,0,13.9008103763345,CAPPED_AT_150_SUSPECT,211.239893167416,14.4,8.2,5.24131422482317,5.22332743548782,38.9523817758518,82.3781253282251,150
2013,HDFC BANK LTD,1999.39,2334.64,468.95,5007.7236,9619.6754,6263.5125,239720.6432,400331.8973,296246.9846,80.919184,47.433909,32.013524,4.283456,1.9,20.339898,6.011795,750,16.8,0.2,19253.7521,11236.1165,15811.1215,4701.3428,11427.6276,6726.2848,Private Sector Bank,79.9133913579824,22.6694337225081,13.8,11.2,7.5,0.9739002735998,2014,0.986560173085416,TRUE,0.012659899485616,0,-19.8223927607239,CAPPED_AT_150_SUSPECT,201.373350923483,13.8,11.2,5.45638755164234,5.41917342231536,39.5016796432622,79.9133913579824,150
2014,HDFC BANK LTD,2334.64,2989.28,820.03,3850.5015,21495.1262,7628.1745,303000.2712,491599.5007,367337.4777,82.485532,44.814748,29.575179,4.144407,2,21.277653,5.740989,890,16.07,0.27,22652.8999,12042.1981,18482.6337,5881.701,14360.0771,8478.3761,Private Sector Bank,72.5676417063641,26.3972376993856,13,11.9,8,0.986560173085416,2015,0.940746031132365,TRUE,-0.0458141419530508,0,19.2772410406557,CAPPED_AT_150_SUSPECT,196.759788310228,13,11.9,6.38610640092723,6.05378518913893,35.1811624629026,72.5676417063641,150
2015,HDFC BANK LTD,2989.28,3438.38,896.28,5321.4928,22188.9608,4767.5999,365495.0312,590503.0731,450795.6425,81.077765,44.031493,29.030228,4.139288,2.02,19.368866,5.748168,1010,16.79,0.25,26074.2352,13987.5416,22395.6692,7188.5608,17404.4797,10215.9189,Private Sector Bank,73.9330731332779,20.6253148726555,11,6.5,7.5,0.940746031132365,2016,0.945520258248885,TRUE,0.0047742271165199,0,22.3225331314323,CAPPED_AT_150_SUSPECT,209.068247255975,11,6.5,7.41022760516221,7.15478063868049,34.7632630741904,73.9330731332779,150
2016,HDFC BANK LTD,3438.38,4392.83,1320.37,5569.4577,24488.851,5171.3667,464593.9589,740796.0728,546424.192,85.0244124806246,43.2467766544275,30.5193289287946,4.14505067249138,1.89,18.2589211392598,5.85192710584819,1139,15.53,0.28,32629.933,16979.7,27591.5121,9067.3223,21363.5354,12296.2131,Private Sector Bank,69.9426110275153,27.1136183095668,10.5,5.1,6.75,0.945520258248885,2017,1.0613049896681,TRUE,0.11578473141922,0,27.1136183095668,CAPPED_AT_150_SUSPECT,206.411864333471,10.5,5.1,7.99625378567371,8.02848944993222,34.4549951026575,69.9426110275153,150
