Year,Banks,Gross_NPAs_Addition_during_the_Year,Gross_NPAs_Closing_Balance,Net_NPA_Closing_Balance,Cash_in_hand,Balances_with_RBI,Money_at_call_and_short_notice,Advances,Total_Assets,Deposits,Credit_-_Deposit_Ratio,Ratio_of_demand_&_savings_bank_deposits_to_total_deposits,Ratio_of_priority_sector_advances_to_total_advances,Ratio_of_net_interest_income_to_total_assets_(Net_Interest_Margin),Return_on_assets,Return_on_equity,Cost_of_deposits,Business_per_employee(in_Rupees_Lakh),Capital_adequacy_ratio,Ratio_of_net_NPA_To_net_advances,Interest_Expended,Operating_Expenses,Net_Interest_Income,Provisions_and_Contingencies,Operating_Profit,Profit_(Loss)_during_the_year,Category,PCR,Credit_Growth_(%),GDP,Growth_rate,Repo_rate,GNPA_Ratio,Next_Year,Next_GNPA_Ratio,Consecutive_Year,Delta_GNPA_Ratio,Deterioration_Flag,Credit_Growth_Recorded_ORIGINAL,PCR_FLAG,PCR_flow_over_stock_check,GDP_ORIGINAL,Growth_rate_ORIGINAL,Real_GDP_Growth_pct,GVA_Growth_pct,Investment_Rate_pct_of_GDP,PCR_stock_based,PCR_ORIGINAL_UNRELIABLE
2006,INDUSIND BANK LTD,320.53,268.83,194.97,83.1405,520.9488,,9310.4622,17622.5197,15006.3014,62.043684,12.8654,26.780107,1.895602,0.22,4.343502,5.531752,880.18,10.54,2.09,873.19,316.63,315.09,150.482,187.2997,36.8177,Private Sector Bank,27.4746122084589,3.45241919417121,14,3.9,6.5,2.88739693288267,2007,3.09205905050592,TRUE,0.204662117623254,0,1.87326414618036,OK,55.9766395119592,14,3.9,7.92342866735518,8.28129114504204,32.8676900977815,27.4746122084589,55.9766395119592
2007,INDUSIND BANK LTD,268.83,342.73,273.75,96.8522,924.3168,100,11084.1997,20927.1406,17644.8048,62.818489,14.920556,31.775438,1.408074,0.34,7.095385,6.492239,1039.77,12.54,2.47,1228.8469,343.9562,271.4038,103.3633,171.58,68.2167,Private Sector Bank,20.1266302920667,19.0510144598407,17.1,7.8,7.75,3.09205905050592,2008,3.06604586825251,TRUE,-0.0260131822534051,0,31.8094474223945,OK,30.158813059843,17.1,7.8,8.06072889963741,8.05441849702261,33.498253505701,20.1266302920667,30.158813059843
2008,INDUSIND BANK LTD,342.73,392.31,291.02,108.0779,1418.1835,28.084,12795.3076,23261.8819,19037.4227,67.211344,15.697089,39.120053,1.36143,0.34,6.237586,7.639418,1062.67,11.91,2.27,1579.8597,402.1928,300.8012,121.1323,196.1861,75.0538000000002,Private Sector Bank,25.8188677321506,15.4373608046777,15.1,7.5,7.75,3.06604586825251,2009,1.61705591085265,TRUE,-1.44898995739986,0,28.8522870784741,OK,30.8766791567893,15.1,7.5,7.66082415755608,7.3833652744116,38.7091453329433,25.8188677321506,30.8766791567893
2009,INDUSIND BANK LTD,392.31,255.02,179.13,141.8778,1048.912,96.368,15770.6359,27614.6825,22110.2527,71.327253,19.244018,35.311104,1.804497,0.58,9.842966,7.660065,836,12.55,1.14,1850.4414,547.0341,459.033,219.9136,368.2524,148.3388,Private Sector Bank,29.7584503176221,23.2532768497101,12.6,10.2,5,1.61705591085265,2010,1.24312740490982,TRUE,-0.373928505942833,0,108.790389114293,OK,86.2338640106658,12.6,10.2,3.08669937408871,4.31239885000613,34.63759214019,29.7584503176221,86.2338640106658
2010,INDUSIND BANK LTD,255.02,255.47,101.83,189.5774,1909.6075,125.9445,20550.5887,35369.5244,26710.1688,76.939194,23.667917,30.785637,2.814725,1.14,17.249621,6.391019,837.46,15.33,0.5,1820.5787,736.001,886.4162,353.5853,703.8928,350.3075,Private Sector Bank,60.1401338709046,30.3091950781769,15.5,13.9,5,1.24312740490982,2011,1.01606506800285,TRUE,-0.22706233690697,0,-42.1384664394693,ABOVE_100_SUSPECT,138.405801072533,15.5,13.9,7.86188237155002,6.85655166937235,36.237403409036,60.1401338709046,138.405801072533
2011,INDUSIND BANK LTD,255.47,265.86,72.82,207.0397,2248.9992,961.8434,26165.6471,45635.8414,34365.3712,76.139574,27.152103,35.760528,3.398522,1.46,17.908659,5.987675,843.98,15.89,0.28,2212.8649,1008.4831,1376.4925,504.3456,1081.6709,577.3253,Private Sector Bank,72.6096441736252,27.3231024277178,19.9,10,6.75,1.01606506800285,2012,0.989848508631004,TRUE,-0.0262165593718431,0,56.2793140805367,CAPPED_AT_150_SUSPECT,189.703452945159,19.9,10,8.49758687599316,8.02988178640115,40.1198616832315,72.6096441736252,150
2012,INDUSIND BANK LTD,265.86,347.08,94.67,320.3765,2583.1997,1345.7421,35063.9514,57596.0697,42361.5496,82.773061,27.296116,35.667705,3.301778,1.57,18.257944,8.018846,788.42,13.85,0.27,3654.9484,1342.9956,1704.2442,570.4194,1373.0313,802.6119,Private Sector Bank,72.7238676962084,34.0075835540868,14.4,8.2,8.5,0.989848508631004,2013,1.03288289579047,TRUE,0.0430343871594643,0,4.01744043193726,CAPPED_AT_150_SUSPECT,164.348104183474,14.4,8.2,5.24131422482317,5.22332743548782,38.9523817758518,72.7238676962084,150
2013,INDUSIND BANK LTD,347.08,457.78,136.76,396.8405,2853.004,1500.7426,44320.61,73306.5154,54116.715,81.89819,29.320623,32.318037,3.411493,1.63,17.154641,8.347545,840.52,15.36,0.31,4750.3662,1756.3627,2232.8661,778.2814,1839.4642,1061.1828,Private Sector Bank,70.1253877408362,26.3993595428039,13.8,11.2,7.5,1.03288289579047,2014,1.12662307863321,TRUE,0.0937401828427427,0,-52.4679210915774,CAPPED_AT_150_SUSPECT,170.012101883001,13.8,11.2,5.45638755164234,5.41917342231536,39.5016796432622,70.1253877408362,150
2014,INDUSIND BANK LTD,457.78,620.79,184.05,496.7558,3917.1598,175.8505,55101.8359,87025.9306,60502.2853,91.073975,32.545737,32.953861,3.605899,1.81,16.889627,7.646908,717.12,13.83,0.33,5362.8213,2185.2828,2890.7131,1187.9373,2595.9593,1408.022,Private Sector Bank,70.3522930459576,24.3255359075608,13,11.9,8,1.12662307863321,2015,0.818338040802609,TRUE,-0.308285037830602,0,24.3255359075608,CAPPED_AT_150_SUSPECT,191.358961967815,13,11.9,6.38610640092723,6.05378518913893,35.1811624629026,70.3522930459576,150
2015,INDUSIND BANK LTD,620.79,562.92,210.48,671.1982,3363.9445,625,68788.199,111787.3721,74134.3642,92.788547,34.126676,33.301066,3.440691,1.9,18.221873,7.68299,719.23,12.09,0.31,6271.6885,2870.0625,3420.2754,1304.5009,3098.2162,1793.7153,Private Sector Bank,62.6092517586869,24.8383068847984,11,6.5,7.5,0.818338040802609,2016,0.878563426629621,TRUE,0.0602253858270114,0,10.448614199487,CAPPED_AT_150_SUSPECT,231.738239891992,11,6.5,7.41022760516221,7.15478063868049,34.7632630741904,62.6092517586869,150
2016,INDUSIND BANK LTD,562.92,776.82,321.75,739.529,3781.5115,1325.1,88419.3419,142896.9928,93000.3461,95.0742073636218,35.1872485128311,31.7425065567017,3.54679990016144,1.91,16.1355608359593,6.83136003257846,764.55,15.5,0.36,7355.1713,3672.1009,4516.5724,1854.9676,4141.4177,2286.4501,Private Sector Bank,58.5811384876805,28.5385330411107,10.5,5.1,6.75,0.878563426629621,2017,0.932848660116909,TRUE,0.0542852334872886,0,29.2353786815153,CAPPED_AT_150_SUSPECT,238.789886975104,10.5,5.1,7.99625378567371,8.02848944993222,34.4549951026575,58.5811384876805,150
2017,INDUSIND BANK LTD,776.82,1054.87,438.91,1135.5211,6613.226,6948.5001,113080.5076,178648.4138,126572.2228,89.3406982183456,36.8533023029126,30.7931269845131,3.77091637794213,1.86,14.9594987063866,6.31342561115338,916.29,15.31,0.39,8343.0661,4783.0758,6062.6042,2583.1279,5451.0206,2867.8927,Private Sector Bank,58.3920293495881,27.8911436910389,11.8,4.4,6.25,0.932848660116909,2018,1.17617590906516,TRUE,0.243327248948251,0,14.0015447138514,CAPPED_AT_150_SUSPECT,244.876420791188,11.8,4.4,8.256306,7.972023,34.943218,58.3920293495881,150
2018,INDUSIND BANK LTD,1054.87,1704.91,745.67,1069.203,9893.203,195.525,144953.6576,221626.1605,151639.1743,95.5911678292487,44.0052903928269,31.2612380054907,3.74615060829758,1.9,16.2111430204346,5.78405937633674,1154.37,15.03,0.51,9783.3045,5591.4436,7497.4442,3050.1164,6656.1039,3605.9875,Private Sector Bank,56.2633804716965,28.1862459556204,11,2.2,6,1.17617590906516,2019,2.11778306129293,TRUE,0.941607152227769,1,66.2321775082783,CAPPED_AT_150_SUSPECT,178.90190098011,11,2.2,6.795383,6.231181,37.452479,56.2633804716965,150
2019,INDUSIND BANK LTD,1704.91,3947.41,2248.28,964.4715,8996.7025,829.86,186393.5014,277819.4182,194867.9069,95.6512051497793,43.1421178260729,32.3771732097523,3.54240144562922,1.39,13.0665095575991,6.12341962147468,1346.77,14.16,1.21,13414.9668,6404.6836,8846.1837,4787.1211,8088.219,3301.0979,Private Sector Bank,43.0441732680416,28.5883395328687,10.6,0.7,6.25,2.11778306129293,2020,2.4889560292347,TRUE,0.371172967941769,0,7.42976145685148,ABOVE_100_SUSPECT,121.272457130118,10.6,0.7,6.45,5.81,37.347347,43.0441732680416,121.272457130118
2020,INDUSIND BANK LTD,3947.4134,5146.7421,1886.581478,1401.0316,12274.2221,166.463,206783.1669,307057.5526,202039.8129,102.347732326573,40.3731520184951,32.0872080618086,4.123514825,1.54,14.55207843,6.504253133,1300.51,15.04,0.91,16724.0856,8237.345,12058.7443,6354.796,10772.7088,4417.9128,Private Sector Bank,63.3441613870646,10.9390431248157,6.4,6,4.4,2.4889560292347,2021,2.72583027116505,TRUE,0.236874241930353,0,0.0246241079477239,ABOVE_100_SUSPECT,123.472205844548,6.4,6,3.871437,3.944641,33.785447,63.3441613870646,123.472205844548
2021,INDUSIND BANK LTD,5146.7441,5794.99,1476.562678,1348.2923,16522.3868,14768.3617,212595.4085,362972.74745,256204.9568,82.9786477027286,41.8124568072369,37.7986803981235,4.038,0.9,7.329,5.001,1522.49,17.38,0.69,15471.9034,8359.8318,13527.8933,8890.2815,11726.6735,2836.392,Private Sector Bank,74.5200133563647,2.81079049476536,-1.2,7.3,4,2.72583027116505,2022,2.30793493345765,TRUE,-0.417895337707403,0,23.2797685677534,CAPPED_AT_150_SUSPECT,153.41323280972,-1.2,7.3,-5.777724706874,-4.145902641222,32.071601,74.5200133563647,150
2022,INDUSIND BANK LTD,5794.99,5517.153876,1529.826013,1269.6832,58871.4803,947.4063,239051.5346,401974.584807,293681.3488,81.398269,42.789408,37.806045,3.922059,1.28,10.127366,4.521039,1568.52,18.42,0.64,15821.5978,9559.29043,15000.8445,8164.629939,12775.753209,4611.12327,Private Sector Bank,72.2714637404831,12.4443544132328,18.9,4.2,4,2.30793493345765,2023,2.00958658283158,TRUE,-0.298348350626066,0,12.4443544132328,ABOVE_100_SUSPECT,147.986264702833,18.9,4.2,9.689592491912,9.375448587977,36.663675,72.2714637404831,147.986264702834
2023,INDUSIND BANK LTD,5517.153876,5826.26743,1714.959927,1225.7424,41735.5238,6957.252,289923.6828,457804.054,336438.1367,86.174441,40.140012,32.559701,4.092243,1.8,14.444471,4.976573,1694.83,17.86,0.59,18775.7967,11412.007,17592.1161,6956.7683,14346.4797,7389.7114,Private Sector Bank,70.5650324568091,21.2808289581254,14,6.7,6.5,2.00958658283158,2024,1.94972537321874,TRUE,-0.0598612096128415,0,21.0824165726867,ABOVE_100_SUSPECT,119.403518351714,14,6.7,7.609364977704,7.214814133485,35.24891,70.5650324568091,119.403518351714
2024,INDUSIND BANK LTD,5826.263554,6693.373554,1968.899927,1223.4627,17333.67,7589.4172,343298.274,514935.1448,384792.9167,89.21637,37.909441,30.113685,4.238735,1.92,15.244207,6.019829,1698,17.23,0.57,25132.2943,14263.4912,20615.9194,6790.4906,15740.2709,8949.7803,Private Sector Bank,70.5843411978198,18.4098762420936,12,7,6.5,1.94972537321874,2025,3.20167745459827,TRUE,1.25195208137952,1,17.1280140001305,ABOVE_100_SUSPECT,101.45094316366,12,7,9.190754930285,8.559254114773,34.642678,70.5843411978198,101.45094316366
2025,INDUSIND BANK LTD,6693.373554,11046.38355,3287.139927,1178.5325,49710.8294,3020.3555,345018.6256,554018.4307,411078.1394,83.930181,32.841716,30.405936,3.560737,0.5,4.152568,6.416826,1661,16.24,0.95,29636.3503,16070.6552,19031.314,8001.9575,10644.853,2642.8955,Private Sector Bank,70.2423882701411,0.501124453658064,9.8,6.7,6.25,3.20167745459827,,,FALSE,,,71.524864431015,OK,72.4396130532694,9.8,6.7,6.49476552384,6.414086697106,,70.2423882701411,72.4396130532694
2005,ING VYSYA BANK LTD,186.6,194.27,193.29,85.2595,581.412,,9080.592,15390.5675,12569.305,72.244185,24.232898,31.173961,2.493624,-0.25,-4.804945,4.479708,394.92,9.09,2.13,633.82,380.1,356.76,137.5055,99.3275000000001,-38.1779999999999,Private Sector Bank,0.504452566016378,,14.1,2.6,6,2.1393979599568,2006,1.76835803748636,TRUE,-0.37103992247044,0,16.8252587611309,OK,70.7806146085345,14.1,2.6,7.92293807295951,7.05093547208952,29.739689583569,0.504452566016378,70.7806146085345
2006,ING VYSYA BANK LTD,194.27,180.93,180.47,112.3981,729.2533,,10231.5253,16766.6676,13335.2551,76.725381,27.014868,30.306332,2.992714,0.05,0.973051,4.763879,426,10.67,0.95,741.25,518.79,481.19,92.5117,101.5682,9.0565000000002,Private Sector Bank,0.254241972033387,12.6746505073678,14,3.9,6.5,1.76835803748636,2007,1.05526268216913,TRUE,-0.713095355317231,0,10.0621331101522,OK,51.1312109655668,14,3.9,7.92342866735518,8.28129114504204,32.8676900977815,0.254241972033387,51.1312109655668
2007,ING VYSYA BANK LTD,180.93,126.38,114.02,152.5721,793.2409,100,11976.165,19286.2975,15418.5894,77.673545,28.910158,35.070634,2.471848,0.52,8.376017,4.955954,486.09,10.56,0.7,822.0418,505.0173,445.5873,137.3954,226.3052,88.9098,Private Sector Bank,9.78002848551986,17.0516091085657,17.1,7.8,7.75,1.05526268216913,2008,0.793471558481625,TRUE,-0.2617911236875,0,12.76422625655,ABOVE_100_SUSPECT,108.716094318721,17.1,7.8,8.06072889963741,8.05441849702261,33.498253505701,9.78002848551986,108.716094318721
2008,ING VYSYA BANK LTD,126.38,116.24,103.23,189.9862,2073.5403,208.624,14649.5484,25539.9037,20457.5559,71.609475,31.540546,34.738256,2.223661,0.74,11.893405,5.83226,547.28,10.2,0.7,1182.0478,609.4893,498.3913,150.5378,307.468,156.9302,Private Sector Bank,11.1923606331727,22.3225331314323,15.1,7.5,7.75,0.793471558481625,2009,1.24961358002146,TRUE,0.456142021539835,0,23.5467268530198,ABOVE_100_SUSPECT,129.5060220234,15.1,7.5,7.66082415755608,7.3833652744116,38.7091453329433,11.1923606331727,129.5060220234
2009,ING VYSYA BANK LTD,116.24,209.39,200.41,269.1296,1521.8932,323.7965,16756.38,31863.6807,24889.4697,67.32317,26.969114,36.732277,2.263343,0.7,11.658276,6.17918,606.39,11.65,1.2,1590.2699,772.4698,649.6199,236.0361,424.8158,188.7797,Private Sector Bank,4.28864797745833,14.3815463963381,12.6,10.2,5,1.24961358002146,2010,1.26713242980518,TRUE,0.0175188497837242,0,-0.323149872255657,ABOVE_100_SUSPECT,112.72558383877,12.6,10.2,3.08669937408871,4.31239885000613,34.63759214019,4.28864797745833,112.72558383877
2010,ING VYSYA BANK LTD,209.39,234.5106,221.8267,352.7902,1976.7969,545.9324,18507.1895,33880.2403,25865.3007,71.552192,32.580437,37.149601,2.524449,0.8,12.009346,4.606601,623.78,14.91,1.2,1403.0546,808.104,829.8358,399.7353,641.9524,242.2171,Private Sector Bank,5.40866809432069,10.448614199487,15.5,13.9,5,1.26713242980518,2011,0.658361189393223,TRUE,-0.608771240411962,0,596.280238008228,CAPPED_AT_150_SUSPECT,170.455109491852,15.5,13.9,7.86188237155002,6.85655166937235,36.237403409036,5.40866809432069,150
2011,ING VYSYA BANK LTD,234.5106,155.3873,91.7856,399.9906,1783.7904,179.7179,23602.1355,39013.9703,30194.2493,78.167651,34.63779,34.094889,2.76161,0.89,12.861202,4.840373,674.79,12.94,0.39,1687.5372,1026.0179,1006.5269,316.817,635.466,318.649,Private Sector Bank,40.9310799531236,27.5295500702578,19.9,10,6.75,0.658361189393223,2012,0.520562779738095,TRUE,-0.137798409655127,0,34.1925587950532,CAPPED_AT_150_SUSPECT,203.888606082994,19.9,10,8.49758687599316,8.02988178640115,40.1198616832315,40.9310799531236,150
2012,ING VYSYA BANK LTD,155.3873,149.5129,52.4922,386.4699,1595.8983,969.079,28721.3965,46983.7542,35195.4188,81.605497,34.275087,33.055475,2.810191,1.09,13.818859,6.585215,559.77,14,0.18,2648.4575,1110.2083,1208.35,311.5942,767.8982,456.304,Private Sector Bank,64.891189990964,21.6898212452004,14.4,8.2,8.5,0.520562779738095,2013,0.382071624255917,TRUE,-0.138491155482179,0,17.0889373593759,CAPPED_AT_150_SUSPECT,208.406231168013,14.4,8.2,5.24131422482317,5.22332743548782,38.9523817758518,64.891189990964,150
2013,ING VYSYA BANK LTD,149.5129,121.3919,9.1,571.0747,1373.6455,658.2754,31772.0271,54836.4438,41333.9957,76.866576,32.503848,34.471762,3.022236,1.26,14.243908,6.740219,644.33,13.24,0.03,3322.9537,1272.8161,1538.6233,379.7288,992.6864,612.9576,Private Sector Bank,92.5036184457118,10.6214563766076,13.8,11.2,7.5,0.382071624255917,2014,0.733918332662542,TRUE,0.351846708406626,0,153.601122249974,CAPPED_AT_150_SUSPECT,312.81230461011,13.8,11.2,5.45638755164234,5.41917342231536,39.5016796432622,92.5036184457118,150
2014,ING VYSYA BANK LTD,121.3919,262.9545,102.0037,580.8155,2714.3832,1951.2213,35828.8502,60413.2268,41216.7665,86.927853,33.381248,34.071342,3.042356,1.2,11.247104,6.560843,666,16.76,0.28,3452.066,1492.7336,1753.1526,469.6891,1127.5403,657.8512,Private Sector Bank,61.2086121363202,12.7685372017072,13,11.9,8,0.733918332662542,2015,1.84477141807417,TRUE,1.11085308541163,1,20.252892311105,CAPPED_AT_150_SUSPECT,178.619913331013,13,11.9,6.38610640092723,6.05378518913893,35.1811624629026,61.2086121363202,150
2015,ING VYSYA BANK LTD,262.9545,745.2363,449.0349,489.0501,4201.2985,,40397.2163,66188.0259,46708.7122,86.48754,30.665354,32.115629,3.105443,0.82,6.846086,6.876885,770.84,15.3,1.11,3834.97,1617.59,1965.76,656.0569,1161.6726,505.6157,Private Sector Bank,39.7459705062676,12.7505238781009,11,6.5,7.5,1.84477141807417,,,FALSE,,,27.5295500702578,OK,88.0334063168957,11,6.5,7.41022760516221,7.15478063868049,34.7632630741904,39.7459705062676,88.0334063168957
2005,JAMMU & KASHMIR BANK LTD,287,317,162.93,116.3291,1559.5559,860,11517.1413,24422.8329,21644.9727,53.209313,31.996931,21.794582,2.613412,0.47,7.061314,4.610548,435,15.15,1.41,952.9946,322.7971,596.2315,254.5087,369.5777,115.069,Private Sector Bank,48.602523659306,,14.1,2.6,6,2.75241912678453,2006,2.55601266057235,TRUE,-0.196406466212174,0,6.3700298822394,OK,80.2866561514195,14.1,2.6,7.92293807295951,7.05093547208952,29.739689583569,48.602523659306,80.2866561514196
2006,JAMMU & KASHMIR BANK LTD,317.25,370.19,133.87,127.4304,810.4503,250,14483.1051,26448.9822,23484.6371,61.670551,34.170862,19.525263,2.609403,0.67,10.207784,4.549033,516,13.52,0.92,1042.5271,345.2544,663.7253,252.4805,429.3239,176.8434,Private Sector Bank,63.8374888570734,25.7526040771941,14,3.9,6.5,2.55601266057235,2007,2.93812471413472,TRUE,0.382112053562364,0,10.2643903047154,OK,68.2029498365704,14,3.9,7.92342866735518,8.28129114504204,32.8676900977815,63.8374888570734,68.2029498365704
2007,JAMMU & KASHMIR BANK LTD,370.19,501.83,193.94,123.8367,1730.9317,1097.3236,17079.9421,28646.528,25194.2947,67.792896,37.024297,19.244665,2.787317,0.96,14.41552,4.500717,585,13.24,1.13,1131.4819,372.4403,767.8433,281.1284,555.6147,274.4863,Private Sector Bank,61.3534463862264,17.9301122381553,17.1,7.8,7.75,2.93812471413472,2008,2.56971866571975,TRUE,-0.368406048414966,0,19.2859147276895,OK,56.0206444413447,17.1,7.8,8.06072889963741,8.05441849702261,33.498253505701,61.3534463862264,56.0206444413447
2008,JAMMU & KASHMIR BANK LTD,501.83,485.23,203.44,117.307,3102.6597,1102.0861,18882.6118,32755.9871,28593.263,66.038674,39.161331,25.813851,2.639757,1.09,16.78513,5.848034,596,12.8,1.07,1623.7917,403.6141,810.4387,291.8337,651.8379,360.0042,Private Sector Bank,58.0734909218309,10.5543080266062,15.1,7.5,7.75,2.56971866571975,2009,2.67204495881072,TRUE,0.102326293090974,0,30.1690506008913,OK,60.1433753065556,15.1,7.5,7.66082415755608,7.3833652744116,38.7091453329433,58.0734909218309,60.1433753065557
2009,JAMMU & KASHMIR BANK LTD,485.23,559.27,287.51,152.049,2150.9015,2513.3125,20930.4113,37693.2618,33004.1036,63.417603,38.112425,35.097003,2.793034,1.09,16.715399,6.217122,500,14.48,1.38,1987.8612,470.8607,983.8359,364.6162,774.4517,409.8355,Private Sector Bank,48.591914459921,10.8448954079541,12.6,10.2,5,2.67204495881072,2010,2.00505481470559,TRUE,-0.666990144105138,0,-0.0054304441560293,OK,65.1950220823574,12.6,10.2,3.08669937408871,4.31239885000613,34.63759214019,48.591914459921,65.1950220823574
2010,JAMMU & KASHMIR BANK LTD,559.27,462.31,64.33,130.4937,2614.2326,1784.9815,23057.225,42546.7948,37237.1604,61.919934,40.693757,37.438527,2.789968,1.2,18.190995,5.240809,731,15.89,0.28,1937.543,577.3672,1119.3361,445.8258,958.2046,512.3788,Private Sector Bank,86.085094417166,10.1613564564782,15.5,13.9,5,2.00505481470559,2011,1.98071019925261,TRUE,-0.0243446154529809,0,10.1613564564782,OK,96.4343838549891,15.5,13.9,7.86188237155002,6.85655166937235,36.237403409036,86.085094417166,96.4343838549891
2011,JAMMU & KASHMIR BANK LTD,462.31,518.82,53.24,171.0341,2803.9297,131.8,26193.635,50508.1534,44675.935,58.630301,40.484207,39.225049,3.317747,1.22,18.960941,5.052109,856,13.72,0.2,2169.4685,758.9318,1543.6637,534.2862,1149.4881,615.2019,Private Sector Bank,89.7382521876566,13.6027210559814,19.9,10,6.75,1.98071019925261,2012,1.56179041948599,TRUE,-0.418919779766612,0,32.5965715975531,ABOVE_100_SUSPECT,102.981033884584,19.9,10,8.49758687599316,8.02988178640115,40.1198616832315,89.7382521876566,102.981033884584
2012,JAMMU & KASHMIR BANK LTD,518.83,516.6,49.34,193.5386,2590.1153,1124.0273,33077.4215,60269.2203,53346.9016,62.004391,40.705553,30.114264,3.319008,1.56,21.216712,5.920565,886,13.36,0.15,2997.2224,802.1519,1838.3549,567.0757,1370.3262,803.2505,Private Sector Bank,90.4490902051878,26.2803788019494,14.4,8.2,8.5,1.56179041948599,2013,1.64225321477757,TRUE,0.0804627952915746,0,26.2803788019494,ABOVE_100_SUSPECT,109.770751064653,14.4,8.2,5.24131422482317,5.22332743548782,38.9523817758518,90.4490902051878,109.770751064654
2013,JAMMU & KASHMIR BANK LTD,516.6,643.77,55.27,201.181,2493.9662,1300,39200.4104,71743.3151,64220.6195,61.040225,39.225707,29.20474,3.508824,1.7,23.55689,6.36406,1049,12.83,0.14,3820.757,989.0151,2316.044,755.6571,1810.7553,1055.0982,Private Sector Bank,91.4146356618047,18.5110828545085,13.8,11.2,7.5,1.64225321477757,2014,1.68896561415671,TRUE,0.0467123993791452,0,-65.3022126281705,ABOVE_100_SUSPECT,117.379980427793,13.8,11.2,5.45638755164234,5.41917342231536,39.5016796432622,91.4146356618047,117.379980427793
2014,JAMMU & KASHMIR BANK LTD,643.77,783.42,101.99,267.0075,2778.5861,400,46384.6033,78619.7276,69335.8634,66.898429,39.060971,27.580033,3.570672,1.74,22.335383,5.957581,1174,12.69,0.22,4082.5162,1174.9926,2684.4857,717.2878,1899.757,1182.4692,Private Sector Bank,86.9814403512803,18.3268308333833,13,11.9,8,1.68896561415671,2015,6.19946038444155,TRUE,4.51049477028483,1,26.7311164854594,OK,91.5585254397386,13,11.9,6.38610640092723,6.05378518913893,35.1811624629026,86.9814403512803,91.5585254397386
2015,JAMMU & KASHMIR BANK LTD,783.42,2764.08,1236.32,269.3787,2103.6763,294.5405,44585.816,75930.7496,65756.1877,67.804746,41.785244,33.232241,3.430473,0.7,8.595754,6.225639,1143,12.57,2.77,4410.2242,1409.049,2650.9064,1327.2295,1835.8258,508.5963,Private Sector Bank,55.2719168765014,-3.87798358081464,11,6.5,7.5,6.19946038444155,2016,8.70357384607587,TRUE,2.50411346163433,1,21.6898212452005,OK,48.0170436456253,11,6.5,7.41022760516221,7.15478063868049,34.7632630741904,55.2719168765014,48.0170436456253
2016,JAMMU & KASHMIR BANK LTD,2764.08,4368.61,2163.95,277.9234,2848.8133,,50193.2893,80268.0702,69390.2529,72.3347836364493,44.1277780672277,32.0691172554814,3.47004939406079,0.57,6.63843243436749,5.89991313467119,1137,11.81,4.31,4133.48,1546.2,2710.09,1251.8817,1667.9132,416.0315,Private Sector Bank,50.4659376781173,12.576809853609,10.5,5.1,6.75,8.70357384607587,2017,12.0443158863967,TRUE,3.34074204032079,1,37.1001491659238,OK,28.6562934205617,10.5,5.1,7.99625378567371,8.02848944993222,34.4549951026575,50.4659376781173,28.6562934205617
2017,JAMMU & KASHMIR BANK LTD,4368.61,6000.01,2425.37,265.4474,3325.5257,1725,49816.1129,82018.672,72463.0929,68.7468763840192,51.6954998756339,29.7496059753791,3.09567863147357,-2.04,-26.9790007502518,5.75126723588355,1220,10.8,4.87,4173.8622,1710.4628,2511.938,2926.6242,1294.3312,-1632.293,Private Sector Bank,59.5772340379433,-0.751447863370047,11.8,4.4,6.25,12.0443158863967,2018,10.5542265669511,TRUE,-1.49008931944557,0,20.8312738185839,OK,48.7769887050188,11.8,4.4,8.256306,7.972023,34.943218,59.5772340379433,48.7769887050188
2018,JAMMU & KASHMIR BANK LTD,6000.01,6006.7,2791.12,299.6968,4028.664,3877.5875,56912.7445,89687.6169,80006.4981,71.1351525833125,50.88916033934,31.319849458323,3.34384374432776,0.25,3.42498349511801,4.73844138533827,1199,11.42,4.9,3750.6054,1984.2255,2870.795,1179.1559,1381.8757,202.7198,Private Sector Bank,53.5332212362862,14.2456550438724,11,2.2,6,10.5542265669511,2019,9.38766939647934,TRUE,-1.16655717047176,0,7.15713057748546,OK,19.6306774102252,11,2.2,6.795383,6.231181,37.452479,53.5332212362862,19.6306774102252
2019,JAMMU & KASHMIR BANK LTD,6006.7,6221.35,3239.61,454.7393,4420.2294,899.9015,66271.5072,101406.2871,89638.8962,73.9316412956901,50.6952139377192,32.7452685427984,3.54163866995987,0.49,7.2709708723575,4.73823886181389,1237,12.46,4.89,4291.6327,2478.658,3383.9278,1253.0155,1717.8963,464.8808,Private Sector Bank,47.9275398426387,16.444054459542,10.6,0.7,6.25,9.38766939647934,2020,11.9126412149497,TRUE,2.5249718184704,1,10.6909629518725,OK,20.1405723838074,10.6,0.7,6.45,5.81,37.347347,47.9275398426387,20.1405723838074
2020,JAMMU & KASHMIR BANK LTD,6221.35,7671.63,2181.36,570.7474,2376.7335,6660,64399.0687,108872.097,97788.2315,65.8556430688697,53.6560754757079,36.3041981381945,3.525486099,-1.1,-17.50305778,4.798556597,1308,11.41,3.48,4739.6213,2727.5437,3706.6676,2664.4568,1525.0446,-1139.4122,Private Sector Bank,71.5658862588524,-2.82540503319048,6.4,6,4.4,11.9126412149497,2021,10.404802228658,TRUE,-1.50783898629175,0,-14.5970537370576,OK,34.7312996064722,6.4,6,3.871437,3.944641,33.785447,71.5658862588524,34.7312996064722
